Supermercado,Fecha_extraccion,Categoria,Articulo,Precio
IBERIA,03-09-2025 16:49:50,Abarrotes,AVIVA SODA NORMAL 24/9/4,95.0
IBERIA,03-09-2025 16:49:50,Abarrotes,AVIVA SODA SALTINA 24/9/4,80.0
IBERIA,03-09-2025 16:49:50,Abarrotes,AXION LAVAPLATOS LIMON,300.0
IBERIA,03-09-2025 16:49:50,Abarrotes,AXION LIMON LIQUIDO 750ML 12/1,165.0
IBERIA,03-09-2025 16:49:50,Abarrotes,AZUCAR PULVERIZADA LEVAPAN 24/1,170.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BABINA GOLD # 1 400 GR,795.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BABINA GOLD 2 900GR,1700.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BABINA GOLD LIQUIDA 70 ML X8 BTL,85.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BABINA GOLD MAMA 400 GR,920.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BABINA GOLD SIN LACTOSA 900G,1650.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BABINA HA 900 GR,2050.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BABINA PLUS 1000 GR,1250.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BABINA PLUS 400 GR,605.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BABINA SIN LACTOSA 400 GR 0-12,1000.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BAKING SODA HAMMER / 454 G,105.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BAKING SODA SHAKER ARM Y HAMMER 12 OZ. (,115.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM MOSTAZA 14 OZ,100.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM ADEREZO SANDWICH SPREAD 16 OZ,145.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM ADEREZO SANDWICH SPREAD 8 OZ,85.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM AJO EN PASTA 15.5 OZ,190.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM AJO EN PASTA 4 OZ,80.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM AJO EN PASTA 8 OZ,120.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM CATCHUP 12 0Z.,85.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM CATCHUP 14 OZ,95.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM GELATINA OLI FRAMBUESA 3 OZ,32.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM GELATINA OLI FRESA 3 OZ,34.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM GELATINA OLI TUTIFRUTI 3 OZ,32.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM MAYONESA LIGHT 12/16 OZ,180.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM MAYONESA LIGHT 8 OZ.,90.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM MAYONESA REAL 1/2 GL,450.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM MAYONESA REAL 16OZ,165.0
IBERIA,03-09-2025 16:49:50,Abarrotes,BALDOM MAYONESA REAL 8 OZ.,95.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM MOSTAZA 12 OZ,90.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM POLLO EN TROZOS EN AGUA 5 OZ,100.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SALSA CHINA RANCHERO 10 0Z,80.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SALSA CHINA RANCHERO 23 0Z,160.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SALSA CHINA RANCHERO 5 0Z,55.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SALSA INGLESA RANCHERO 10 0Z,80.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SALSA INGLESA RANCHERO 23 0Z,165.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SALSA INGLESA RANCHERO 5 0Z,49.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SALSA PICANTE 3 OZ,53.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SALSA PICANTE 6 OZ,70.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SALSA PICANTE RANCHERO 5 OZ,56.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SAZON LIQ. RANCHERO C/PICANTE 15,75.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SAZON LIQ. VERDURAS RANCHERO 29 O,125.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SAZON LIQUIDO RANCHERO 16 0Z,75.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SAZON LIQUIDO RANCHERO 29.5 OZ,110.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SAZON RANCH. S/P 12.6 OZ.,90.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SAZON RANCHERO C/AZAFRAN 5.6 OZ,120.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SAZON RANCHERO C/AZAFRAN 9 GR,70.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SAZON RANCHERO C/P 10 OZ,70.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SAZON RANCHERO C/P 14 OZ,90.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SAZON RANCHERO SUPREMO 9 0Z,75.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SAZON RANCHERO VERDURA 15.5OZ,75.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SAZON SUPER COMPLETO 10 OZ,75.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SAZON SUPER COMPLETO 12.5 OZ,95.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM SAZON SUPER COMPLETO 18 OZ,125.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM TUNA EN ACEITE 5 OZ,115.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM TUNA EN AGUA 5 OZ,115.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM VINAGRE BLANCO RANCHERO 16 OZ,38.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM VINAGRE RANCHERO AMBAR 16OZ,37.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM VINAGRE RANCHERO AMBAR 52 OZ.,105.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BALDOM VINAGRE RANCHERO BLANCO 52 OZ.,100.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BARRLLA PESTO ROSSO 12/200GR,250.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BATATA LB,28.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BAYGON VERDE 400 ML,245.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BC FROSTINGS R Y C CHOCOLATE 16 OZ REF.,340.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BC FROSTINGS R Y C VANILLA 16 OZ REF. 10,305.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BC SUPER MOIST LEMON CAKE 15.25 OZ,185.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BC SUPER MOIST RAINBOW CHIP CAKE 15.25 OZ,175.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BC SUPERMOIST CARROT CAKE 15.25 OZ REF.,185.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BC SUPERMOIST FRENCH VAINILLA CAKE 15.25,165.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BC SUPERMOIST MILK CHOC CAKE 15.25 OZ RE,195.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BC SUPERMOIST RED VELVET CAKE 15.25 OZ,195.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BERENJENA LB,30.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BEST VALUE MAIZ EN GRANO 15OZ.,65.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BIO TORTITAS DE ARROZ INTEGRAL 130 GR,145.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BISONO ARROZ SUPER SELECTO 10 LBS,435.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BLANQUITA HARINA DE TRIGO 2 LB.,85.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BLANQUITA HARINA DE TRIGO 5 LB,205.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BLANQUITA HARINA INTEGRAL 2 LB,125.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BOLSA D/LECHE ANCHOR 300G,205.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BOLSA DE LECHE ANCHOR 1600G,1050.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BROCOLI LB,45.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BRUNSWICK ATUN EN ACEITE DESMENUZADOS 48,70.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BRUNSWICK ATUN EN AGUA DESMENUZADO,70.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BRUNSWICK ATUN EN TROZOS ACEITE 142G,100.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BRUNSWICK ATUN EN TROZOS AGUA 142G.,100.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BUMBLE BEE CHUNK LIGHT EN ACEITE 86 48/5,105.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BUMBLE BEE TUNA ACEITE DESMENUZADO 142G,65.0
IBERIA,03-09-2025 16:53:25,Abarrotes,BUMBLE BEE TUNA EN AGUA TROZOS 5 OZ,105.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE BUSTELO REGULAR LATA 24/10 OZ,790.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE CLASICO SANTO DOMINGO 10 CAP,320.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE GOURMET INDUBAN TOSTADO EN GRANO 1,450.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE INDUBAN GOURMET LATA MOLIDO/283 G (,340.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE INTENSO SANTO DOMINGO 10 CAP,310.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE LUNGO SANTO DOMINGO 10 CAP,320.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE MOLIDO GROUND SANTO DOMINGO 10OZ,310.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE SANTO DOMINGO DESCAF. LATA 10.OZ,445.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE SANTO DOMINGO EN GRANO / 453.6 G 1,395.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE SANTO DOMINGO ESPRESS 1 LB,390.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE SANTO DOMINGO FUNDA (SOBRES) 12/1 O,345.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE SANTO DOMINGO MOLIDO ½ LB.,190.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAFE SANTO DOMINGO MOLIDO 1LB,350.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CALDO DE POLLO BENEBIEN 120 G,100.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CALDO DE POLLO EN POLVO EN CAJA 8 SOBRE,80.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CALDO MAGGI MI SABOR GALLINA 132 GR,85.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CALIFORNIA LB,160.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAMPBELLS FATFREE CREAM OF CHIKEN 10.5 O,165.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAMPBELLS SOUP GOLDEN MUSHROOM 10.75,160.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAMPONESA LECHE CONDENSADA 395G,50.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAMPOS ARROZ 10 LBS,500.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CANADA DRY GINGER ALE 12 OZ,75.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CANELA EN RAMA ESPECIAS DE ORIENTE / 115,125.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CANELA MOLIDA ESPECIAS ORIENTE 80 GRS,125.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CANELONES PRINCESA 250 GR.,60.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAP CARACOLILLO SANTO DOMINGO 10/1,320.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CAP DESCAFEINADO SANTO DOMINGO 10/1,325.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CARBON DE EUCALITO 8 OZ #51,75.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CARIBIA SPICY GINGER TASTE LATA 330 ML,51.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CARNE BLANCA FINA SOLAMOYA,90.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CARNE DE SOYA NEGRA FINA SOLAMOYA,95.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CARNE DE SOYA NEGRA/BLANCA EBENEZER,125.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CATCHUP PICANTE LA FAMOSA /14 OZ,75.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CATCHUP VICTORINA DOYPACK 24/397 GR,65.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CATCHUP VICTORINA PLASTICO 27/18OZ,110.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CDC COLGATE MFP 100ML,155.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CEBOLLA AMARILLA LB,47.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CEBOLLA ROJA LB,47.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CELORRIO GARBANZOS PRIMERA 560 G,70.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CEREAL FITNESS FRUITS 350GR. 12.34 OZ.,305.0
IBERIA,03-09-2025 16:53:25,Abarrotes,CERVEZA PRESIDENTE LIGHT 12OZ,110.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CERVEZA PRESIDENTE NORMAL 12 OZ,110.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHACHUP PLASTICO VICTORINA 24/15OZ,85.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHAMPIÑONES ENTEROS ROLAND /4 OZ,90.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHAMPIÑONES REBANADOS ROLAND / 4 OZ,75.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHEETOS CHEDDAR JALAPEÑO,255.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHEETOS CORN PUFFS 255 GRS,255.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHEF BOYARDEE CHEESE RAVIOLI 15.OZ,145.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHEF BOYARDEE SPAGUETTIS CON CARNE 14.5,140.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHERRY STAR ATUN EN AGUA 3.3 OZ,80.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHERRY STAR ATUN SOLIDO ACEITE 5 OZ,130.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHERRY STAR ATUN TROZOS ACEITE 5 OZ,145.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHERRY STAR ATUN TROZOS AGUA 5 OZ,145.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHIA ORGANICA 8 OZ,305.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHIA PRO EDEN 8 ONZ,230.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHIVAS REGAL 12 ANOS WHISKY 750 ML,1950.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCO KRISPIS 28X290 GR,220.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCO RICA 500 ML PET (16.9FL.OZ),57.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCO RICA SIX PACK 200 ML,175.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCOLATE EMBAJADOR 10UD,120.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCOLATE EMBAJADOR 12/60,12.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCOLATE EMBAJADOR CON CANELA 10 UD,120.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCOLINA 12/1 / 16 OZ,175.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCOLITAS EL REY 16/360GR REF:1218,130.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCOLITAS EL REY 8/1000GR,235.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHOCORICA 1LT PET #457,105.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CHULETA AHUMADA LB,130.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CIRIO FILETE DE TOMATE 14.5OZ (411G),160.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CIRIO PASSATA PASTA CARTON 6/1 LT,195.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CIRIO SALSA RUSTICI NAPOLETANA 420 GR,155.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CIRIO TOMATE TRITURADO12/400 G.,100.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CLAVO DULCE ESPECIAS DE ORIENTE /85 GR,135.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CLORO CLOROX 128 OZ,155.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CLUB MAX GUARINA 40G 24/9,70.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CLUB SOCIAL INTEGRAL 234 GRS,80.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CLUB SOCIAL INTEGRAL ARROZ SILVESTRE,75.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COCA COLA 16 OZ(500ML).,35.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COCA COLA LATA 12OZ (335ML),65.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COCA COLA REFRESCO 2 LT,90.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COCA COLA S/AZUCAR 2 LT,90.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COCO SECO,58.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COCOA NUTRIENTE ( SOLAMOYA ) SOBRE / 16,145.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COCOA SOBRINO NATURAL 12/8 OZ SO,220.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COCOA SOBRINO POMO VITAMINADO 8 OZ,130.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COCOA-SOBRINO POMO VITAMINADO 12/16,230.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COFFE MATE ORIGINAL 9X300ML,115.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COFFEE MATE ORIGILNAL NESTLE 170G,175.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COFFEE-MATE AVELLANA 6X15OZ,355.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COFFEE-MATE CARAMEL LATTE 6X15OZ,355.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COFFEE-MATE NESTLE ORIG. SPANISH 12/624,395.0
IBERIA,03-09-2025 17:04:46,Abarrotes,COFFEEE-MATE VAINILLA 9X300ML DO,115.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CONDE DE MONTERROSO CRIANZA 750 ML,395.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CONDE DE MONTERROSO RESERVA 750ML,450.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CONDE DE MONTERROSO TINTO 750 ML,290.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CONSTANZA MAYONESA 8OZ 24/1,85.0
IBERIA,03-09-2025 17:04:46,Abarrotes,CONSTANZA SAZON CRIOLLO 8 OZ S/P,65.0
